GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
HWF_0023,Traditional and Complementary Medicine Professionals  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5336,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,587660,587660.00000,,,,,
HWF_0023,Traditional and Complementary Medicine Professionals  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5336,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,,,,713143,713143.00000,,,,,Includes Traditional and Complementary Medicine Professionals .
HWF_0023,Traditional and Complementary Medicine Professionals  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5336,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,,,,717860,717860.00000,,,,,Includes Traditional and Complementary Medicine Professionals .
HWF_0023,Traditional and Complementary Medicine Professionals  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5336,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,,,,699351,699351.00000,,,,,Includes Traditional and Complementary Medicine Professionals .
HWF_0023,Traditional and Complementary Medicine Professionals  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5336,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,,,,724680,724680.00000,,,,,Includes Traditional and Complementary Medicine Professionals .
HWF_0023,Traditional and Complementary Medicine Professionals  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5336,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,IND,2003,2003,India,,,,,694492,694492.00000,,,,,Includes Traditional and Complementary Medicine Professionals .
HWF_0023,Traditional and Complementary Medicine Professionals  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5336,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,712121,712121.00000,,,,,Includes Traditional and Complementary Medicine Professionals .
HWF_0023,Traditional and Complementary Medicine Professionals  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5336,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,,,,752254,752254.00000,,,,,Includes Traditional and Complementary Medicine Professionals .
HWF_0023,Traditional and Complementary Medicine Professionals  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5336,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,IND,2011,2011,India,,,,,628634,628634.00000,,,,,Includes Traditional and Complementary Medicine Professionals .
HWF_0023,Traditional and Complementary Medicine Professionals  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5336,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,,,,753936,753936.00000,,,,,Includes Traditional and Complementary Medicine Professionals .
HWF_0023,Traditional and Complementary Medicine Professionals  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5336,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,,,,771468,771468.00000,,,,,Includes Traditional and Complementary Medicine Professionals .
HWF_0022,Physiotherapy Technicians and Assistants (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5335,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,IND,1991,1991,India,,,,,3228,3228.00000,,,,,Includes Physiotherapy Technicians and Assistants .
HWF_0021,Physiotherapists (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5334,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,93600,93600.00000,,,,,
HWF_0021,Physiotherapists (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5334,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,142421,142421.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,IND,2003,2003,India,,,,,1382901,1382901.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,1231322,1231322.00000,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,IND,2003,2003,India,,,,,5.627,5.62700,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,IND,2002,2002,India,,,,,5.553,5.55300,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,6.858,6.85800,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,,,,6.342,6.34200,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,,,,6.012,6.01200,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,5.254,5.25400,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,,,,5.355,5.35500,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,IND,1991,1991,India,,,,,12.208,12.20800,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,,,,7.17,7.17000,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,,,,6.982,6.98200,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,IND,2011,2011,India,,,,,7.376,7.37600,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,,,,6.182,6.18200,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,,,,11.817,11.81700,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,,,,12.592,12.59200,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,,,,7.59,7.59000,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,,,,7.247,7.24700,,,,,
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,,,,1.877,1.87700,,,,,
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,IND,1991,1991,India,,,,,0.146,0.14600,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,IND,2002,2002,India,,,,,0.431,0.43100,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,,,,0.439,0.43900,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,,,,0.487,0.48700,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,,,,0.777,0.77700,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,,,,0.955,0.95500,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,,,,0.67,0.67000,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,,,,0.482,0.48200,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,IND,2011,2011,India,,,,,0.942,0.94200,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,,,,1.192,1.19200,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,IND,2003,2003,India,,,,,0.426,0.42600,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,0.37,0.37000,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,,,,0.617,0.61700,,,,,Includes Dentists .
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,,,,5.885,5.88500,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,,,,7.779,7.77900,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,7.329,7.32900,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,,,,6.518,6.51800,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,6.857,6.85700,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,,,,5.701,5.70100,,,,,
HWF_0001,Medical doctors (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5314,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,9.281,9.28100,,,,,
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,,,,0.859,0.85900,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,,,,1.493,1.49300,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,1.611,1.61100,,,,,
HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,2.038,2.03800,,,,,"Includes Dentists Stock Total. Data source: WHO Global Oral Health Workforce Survey, accessed November 2019"
HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,,,,12.907,12.90700,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,,,,21.079,21.07900,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,17.271,17.27100,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,IND,1991,1991,India,,,,,3.754,3.75400,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,23.885,23.88500,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,IND,2003,2003,India,,,,,12.441,12.44100,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,11.654,11.65400,,,,,
HWF_0026,Nursing personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5553,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,MLE,Male,,11.942,11.94200,,,,,
HWF_0026,Nursing personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5553,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,MLE,Male,,5.609,5.60900,,,,,
HWF_0026,Nursing personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5553,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,MLE,Male,,20.111,20.11100,,,,,
HWF_0026,Nursing personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5553,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,FMLE,Female,,94.391,94.39100,,,,,
HWF_0026,Nursing personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5553,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,FMLE,Female,,88.058,88.05800,,,,,
HWF_0026,Nursing personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5553,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,FMLE,Female,,79.889,79.88900,,,,,
HWF_0025,Medical doctors (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5553,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,FMLE,Female,,14.239,14.23900,,,,,
HWF_0025,Medical doctors (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5553,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,MLE,Male,,85.761,85.76100,,,,,
HWF_0014,Pharmacists  (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5327,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,5.316,5.31600,,,,,Includes Pharmacists .
HWF_0014,Pharmacists  (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5327,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,IND,1991,1991,India,,,,,1.99,1.99000,,,,,Includes Pharmacists .
HWF_0014,Pharmacists  (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5327,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,,,,5.185,5.18500,,,,,Includes Pharmacists .
HWF_0014,Pharmacists  (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5327,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,IND,2003,2003,India,,,,,5.033,5.03300,,,,,Includes Pharmacists .
HWF_0014,Pharmacists  (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5327,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,,,,4.961,4.96100,,,,,Includes Pharmacists .
HWF_0014,Pharmacists  (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5327,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,,,,1.15,1.15000,,,,,"Includes Pharmacists.  Data Source: Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https://doi.org/10.18128/D020.V7.1"
HWF_0014,Pharmacists  (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5327,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,,,,5.385,5.38500,,,,,Includes Pharmacists .
HWF_0014,Pharmacists  (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5327,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,IND,2011,2011,India,,,,,5.257,5.25700,,,,,Includes Pharmacists .
HWF_0014,Pharmacists  (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5327,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,,,,6.787,6.78700,,,,,
HWF_0014,Pharmacists  (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5327,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,,,,5.599,5.59900,,,,,Includes Pharmacists .
HWF_0014,Pharmacists  (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5327,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,,,,4.983,4.98300,,,,,Includes Pharmacists .
HWF_0014,Pharmacists  (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5327,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,8.868,8.86800,,,,,
HWF_0014,Pharmacists  (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5327,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,8.788,8.78800,,,,,
