GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1982,1982,,SEAR,South-East Asia,,IND,1982,1982,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,0.5 [0.3-0.8],0.50000,0.30000,0.80000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1983,1983,,SEAR,South-East Asia,,IND,1983,1983,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,0.6 [0.4-0.9],0.60000,0.40000,0.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1984,1984,,SEAR,South-East Asia,,IND,1984,1984,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,0.6 [0.4-0.9],0.60000,0.40000,0.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1985,1985,,SEAR,South-East Asia,,IND,1985,1985,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,0.7 [0.4-1.0],0.70000,0.40000,1.00000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,IND,1999,1999,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,1.5 [1.2-1.9],1.50000,1.20000,1.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,1.6 [1.3-2.0],1.60000,1.30000,2.00000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,1.7 [1.4-2.1],1.70000,1.40000,2.10000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,IND,2002,2002,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,1.8 [1.5-2.2],1.80000,1.50000,2.20000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,3.7 [2.9-4.7],3.70000,2.90000,4.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,3.9 [3.0-5.0],3.90000,3.00000,5.00000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1982,1982,,SEAR,South-East Asia,,IND,1982,1982,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,0.8 [0.4-1.4],0.80000,0.40000,1.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1983,1983,,SEAR,South-East Asia,,IND,1983,1983,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,0.9 [0.5-1.4],0.90000,0.50000,1.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1984,1984,,SEAR,South-East Asia,,IND,1984,1984,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,0.9 [0.5-1.5],0.90000,0.50000,1.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1985,1985,,SEAR,South-East Asia,,IND,1985,1985,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,1.0 [0.6-1.6],1.00000,0.60000,1.60000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,IND,1999,1999,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,2.2 [1.7-2.8],2.20000,1.70000,2.80000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,2.3 [1.8-2.9],2.30000,1.80000,2.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,2.4 [1.9-3.1],2.40000,1.90000,3.10000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,IND,2002,2002,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,2.6 [2.0-3.2],2.60000,2.00000,3.20000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,4.8 [3.5-6.5],4.80000,3.50000,6.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,5.1 [3.6-6.9],5.10000,3.60000,6.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1982,1982,,SEAR,South-East Asia,,IND,1982,1982,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,0.3 [0.1-0.5],0.30000,0.10000,0.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1983,1983,,SEAR,South-East Asia,,IND,1983,1983,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,0.3 [0.1-0.5],0.30000,0.10000,0.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1984,1984,,SEAR,South-East Asia,,IND,1984,1984,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,0.3 [0.2-0.6],0.30000,0.20000,0.60000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1985,1985,,SEAR,South-East Asia,,IND,1985,1985,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,0.3 [0.2-0.6],0.30000,0.20000,0.60000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,IND,1999,1999,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,0.9 [0.6-1.3],0.90000,0.60000,1.30000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,1.0 [0.7-1.3],1.00000,0.70000,1.30000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,1.0 [0.7-1.4],1.00000,0.70000,1.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,IND,2002,2002,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,1.1 [0.8-1.5],1.10000,0.80000,1.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,2.6 [1.7-3.7],2.60000,1.70000,3.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,2.7 [1.7-4.0],2.70000,1.70000,4.00000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1982,1982,,SEAR,South-East Asia,,IND,1982,1982,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,0.5 [0.3-0.7],0.50000,0.30000,0.70000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1983,1983,,SEAR,South-East Asia,,IND,1983,1983,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,0.5 [0.3-0.8],0.50000,0.30000,0.80000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1984,1984,,SEAR,South-East Asia,,IND,1984,1984,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,0.6 [0.4-0.8],0.60000,0.40000,0.80000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1985,1985,,SEAR,South-East Asia,,IND,1985,1985,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,0.6 [0.4-0.9],0.60000,0.40000,0.90000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,IND,1999,1999,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,1.4 [1.1-1.7],1.40000,1.10000,1.70000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,1.5 [1.2-1.8],1.50000,1.20000,1.80000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,1.6 [1.3-1.9],1.60000,1.30000,1.90000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,IND,2002,2002,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,1.7 [1.4-2.0],1.70000,1.40000,2.00000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,3.6 [2.8-4.5],3.60000,2.80000,4.50000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,3.8 [2.9-4.9],3.80000,2.90000,4.90000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1982,1982,,SEAR,South-East Asia,,IND,1982,1982,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,0.7 [0.4-1.2],0.70000,0.40000,1.20000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1983,1983,,SEAR,South-East Asia,,IND,1983,1983,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,0.8 [0.4-1.3],0.80000,0.40000,1.30000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1984,1984,,SEAR,South-East Asia,,IND,1984,1984,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,0.8 [0.5-1.3],0.80000,0.50000,1.30000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1985,1985,,SEAR,South-East Asia,,IND,1985,1985,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,0.9 [0.5-1.4],0.90000,0.50000,1.40000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,IND,1999,1999,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,2.0 [1.5-2.6],2.00000,1.50000,2.60000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,2.1 [1.6-2.7],2.10000,1.60000,2.70000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,2.2 [1.7-2.8],2.20000,1.70000,2.80000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,IND,2002,2002,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,2.4 [1.8-3.0],2.40000,1.80000,3.00000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,4.7 [3.4-6.3],4.70000,3.40000,6.30000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,4.9 [3.5-6.7],4.90000,3.50000,6.70000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1982,1982,,SEAR,South-East Asia,,IND,1982,1982,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,0.3 [0.1-0.5],0.30000,0.10000,0.50000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1983,1983,,SEAR,South-East Asia,,IND,1983,1983,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,0.3 [0.1-0.5],0.30000,0.10000,0.50000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1984,1984,,SEAR,South-East Asia,,IND,1984,1984,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,0.3 [0.2-0.5],0.30000,0.20000,0.50000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1985,1985,,SEAR,South-East Asia,,IND,1985,1985,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,0.3 [0.2-0.5],0.30000,0.20000,0.50000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,IND,1999,1999,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,0.9 [0.6-1.2],0.90000,0.60000,1.20000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,0.9 [0.7-1.3],0.90000,0.70000,1.30000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,1.0 [0.7-1.4],1.00000,0.70000,1.40000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,IND,2002,2002,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,1.1 [0.8-1.4],1.10000,0.80000,1.40000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,2.5 [1.7-3.7],2.50000,1.70000,3.70000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,2.7 [1.7-4.0],2.70000,1.70000,4.00000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1979,1979,,SEAR,South-East Asia,,IND,1979,1979,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,35.4 [30.3-40.5],35.40000,30.30000,40.50000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1980,1980,,SEAR,South-East Asia,,IND,1980,1980,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,35.2 [30.3-40.0],35.20000,30.30000,40.00000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1981,1981,,SEAR,South-East Asia,,IND,1981,1981,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,34.9 [30.2-39.5],34.90000,30.20000,39.50000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1982,1982,,SEAR,South-East Asia,,IND,1982,1982,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,34.6 [30.2-39.0],34.60000,30.20000,39.00000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,IND,1996,1996,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,30.8 [28.1-33.4],30.80000,28.10000,33.40000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,IND,1997,1997,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,30.4 [27.9-33.0],30.40000,27.90000,33.00000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,IND,1998,1998,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,30.1 [27.6-32.7],30.10000,27.60000,32.70000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,IND,1999,1999,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,29.8 [27.4-32.3],29.80000,27.40000,32.30000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,25.1 [22.2-28.2],25.10000,22.20000,28.20000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,24.7 [21.6-28.0],24.70000,21.60000,28.00000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,24.3 [21.1-27.9],24.30000,21.10000,27.90000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,24.0 [20.5-27.7],24.00000,20.50000,27.70000,,,
