GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,2000,2000,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,0.86,0.86440,0.53079,1.20760,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,2000,2000,,,IND,India,,,,,SA_TOTAL,All types,,,,,0.93,0.93110,0.59139,1.27400,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,2000,2000,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00084,0.00049,0.00119,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IND,India,,,,,SA_BEER,Beer,,,,,0.07,0.06768,0.04159,0.09379,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00008,0.00005,0.00012,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,0.92,0.91579,0.57546,1.24063,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IND,India,,,,,SA_TOTAL,All types,,,,,0.98,0.98437,0.64996,1.31434,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00082,0.00050,0.00113,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,SA_BEER,Beer,,,,,0.07,0.07245,0.04267,0.10147,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00008,0.00005,0.00012,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,1.00,1.00473,0.59772,1.41602,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,SA_TOTAL,All types,,,,,1.08,1.07809,0.67457,1.49517,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00082,0.00051,0.00113,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,IND,India,,,,,SA_BEER,Beer,,,,,0.08,0.07672,0.04422,0.10762,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00008,0.00005,0.00011,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,1.10,1.09650,0.65440,1.54693,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,IND,India,,,,,SA_TOTAL,All types,,,,,1.17,1.17416,0.72616,1.63795,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00086,0.00052,0.00118,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,,,,SA_BEER,Beer,,,,,0.08,0.07865,0.04772,0.10782,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00008,0.00005,0.00012,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,1.10,1.10175,0.67500,1.53036,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,,,,SA_TOTAL,All types,,,,,1.18,1.18147,0.74734,1.61377,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00098,0.00061,0.00136,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IND,India,,,,,SA_BEER,Beer,,,,,0.09,0.08914,0.05554,0.12250,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00009,0.00005,0.00012,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,1.16,1.15888,0.70079,1.66180,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IND,India,,,,,SA_TOTAL,All types,,,,,1.25,1.24935,0.79469,1.75567,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00126,0.00076,0.00173,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,2006,2006,,,IND,India,,,,,SA_BEER,Beer,,,,,0.11,0.10863,0.06513,0.15280,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,2006,2006,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00009,0.00006,0.00013,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,2006,2006,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,1.24,1.23670,0.70732,1.74472,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,2006,2006,,,IND,India,,,,,SA_TOTAL,All types,,,,,1.35,1.34702,0.82005,1.85004,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,2006,2006,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00159,0.00097,0.00220,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IND,India,,,,,SA_BEER,Beer,,,,,0.12,0.12467,0.07632,0.17344,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00011,0.00006,0.00015,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,1.44,1.44163,0.84169,1.98865,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IND,India,,,,,SA_TOTAL,All types,,,,,1.57,1.56854,0.96125,2.11367,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00213,0.00129,0.00295,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,SA_BEER,Beer,,,,,0.13,0.13441,0.07696,0.18429,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00012,0.00007,0.00016,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,1.78,1.77898,1.12160,2.43088,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,SA_TOTAL,All types,,,,,1.92,1.91615,1.25746,2.59053,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00265,0.00163,0.00374,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IND,India,,,,,SA_BEER,Beer,,,,,0.15,0.14549,0.08846,0.20006,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00010,0.00006,0.00014,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,2.32,2.31664,1.44482,3.15759,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IND,India,,,,,SA_TOTAL,All types,,,,,2.46,2.46460,1.58950,3.31799,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00237,0.00151,0.00324,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,,,,SA_BEER,Beer,,,,,0.17,0.16846,0.10150,0.23528,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00017,0.00010,0.00024,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,2.57,2.56983,1.56214,3.57038,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,,,,SA_TOTAL,All types,,,,,2.74,2.74079,1.73244,3.73124,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00233,0.00143,0.00322,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IND,India,,,,,SA_BEER,Beer,,,,,0.18,0.17707,0.11088,0.24907,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00019,0.00012,0.00027,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,2.78,2.78387,1.66953,3.84153,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IND,India,,,,,SA_TOTAL,All types,,,,,2.96,2.96372,1.86645,4.02036,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00259,0.00159,0.00362,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IND,India,,,,,SA_BEER,Beer,,,,,0.19,0.18514,0.10855,0.26275,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00023,0.00014,0.00033,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,2.87,2.86688,1.78095,3.91619,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IND,India,,,,,SA_TOTAL,All types,,,,,3.06,3.05511,1.96575,4.10891,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00286,0.00172,0.00397,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IND,India,,,,,SA_BEER,Beer,,,,,0.20,0.19625,0.12022,0.27574,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00024,0.00014,0.00034,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,2.85,2.84684,1.76817,3.89894,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IND,India,,,,,SA_TOTAL,All types,,,,,3.05,3.04657,1.96111,4.10906,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00323,0.00205,0.00445,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IND,India,,,,,SA_BEER,Beer,,,,,0.20,0.20276,0.12487,0.28677,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00017,0.00010,0.00024,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,2.81,2.80700,1.68157,3.83081,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IND,India,,,,,SA_TOTAL,All types,,,,,3.01,3.01361,1.87083,4.08669,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00367,0.00222,0.00503,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IND,India,,,,,SA_BEER,Beer,,,,,0.21,0.21043,0.13283,0.28765,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00017,0.00011,0.00024,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,2.80,2.79641,1.69661,3.94267,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IND,India,,,,,SA_TOTAL,All types,,,,,3.01,3.01069,1.90997,4.15742,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00368,0.00223,0.00512,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_BEER,Beer,,,,,0.23,0.22723,0.13776,0.31568,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00019,0.00011,0.00026,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,2.74,2.73530,1.60483,3.80192,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_TOTAL,All types,,,,,2.97,2.96659,1.81858,4.02332,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00387,0.00237,0.00530,,,
